course_code,course_name,course_desc
BIOL-6660,Muscle Mechanics & Modeling,"This graduate/advanced undergraduate hybrid course examines the structural and physiologic properties of muscle, as well as its force production and overall biomechanical function. Muscle structure and function will be explored at the protein, single fiber, and whole tissue levels. Discussions will focus primarily on skeletal muscle, and topics will include muscle morphology, cross-bridge theory, molecular motor and actomyosin interaction, Hill-type and Huxley-type models, electromyography, fatigue, muscle inhibition, history-dependent phenomena, in vitro and in vivo muscle function, and the response to injury. Each topic will be introduced and developed utilizing seminal articles in the literature as well as excerpts from texts, and further discussion on current problems and state-of-the-art experimental techniques will draw on the current scientific literature."
BIOL-6690,Adv Molecular Biology,"Students will use a variety of tools (textbooks, scientific journals, and Internet resources including molecular databases and data mining tools) to increase understanding of genes, their expression, their products, and their inter-relatedness. (Meets together with BIOL 4630.)"
BIOL-6700,Freshwater Ecology,"Freshwater ecology is the quantitative examination of major biological fresh water communities. Course discussions will delineate the physical and chemical regimes under which aquatic organisms exist.  Basic limnological processes are studied to define aquatic systems of differing physical characteristics.  Nutrient chemistry analyses of waters of varying acidity, alkalinity, and chemical loadings are related to their trophic status.  Lecture and Laboratory are taught at the Darrin Fresh Water Institute at Lake George with field activities at various locations in the Adirondacks. The course includes extensive hands-on laboratory work, as well as the writing of in-depth reports."
BIOL-6750,Biocatalysis Fundamentals And Applications,
BIOL-6770,Available,
BIOL-6880,The Global Environment,"This 4-credit course will explore global environmental cycles, patterns, and changes. It will cover elemental cycles of phosphorus, nitrogen, and carbon, and pollutants such as mercury, lead, and CFCs, and how changes in these cycles influence organisms and ecosystems. Also discussed will be large-scale biotic processes and theory about ecosystem dynamics. Major environmental issues such as acid rain, eutrophication, climate change, and land use conversation will also be discussed."
BIOL-6900,Seminar In Biology,Weekly discussion of selected topics in biology by graduate students and staff.
BIOL-6910,Research Rotation I,"The students take active part in research, under the supervision of a Biology faculty adviser by mutual agreement."
BIOL-6920,Research Rotation II,"The student will perform hands-on research in the lab of a Biology faculty member to learn basic research methods and techniques, accomplish a small research project and determine whether the lab is a good fit for thesis research."
BIOL-6930,Research Rotation III,"The student will perform hands-on research in the lab of a Biology faculty member to learn basic research methods and techniques, accomplish a small research project, and determine whether the lab is a good fit for thesis research."
BIOL-6940,Graduate Independent Study,Readings in the current literature designed to supplement the background of the student and provide greater depth in the area of a students specialty.
BIOL-6960,Topics In Biol,"This is an in-depth study of current papers within the broad field of biology research. Students will read and critique primary papers, present current research articles, and lead critical discussions."
BIOL-6961,Topics In Biology,
BIOL-6962,Topics In Biol,
BIOL-6963,Topics In Biol,
BIOL-6964,Topics In Biol,
BIOL-6965,Topics In Biol,
BIOL-6966,Topics In Biol,
BIOL-6967,Topics In Biol,
BIOL-6968,Topics In Biol,
BIOL-6969,Topics In Biol,
BIOL-6970,Masters Professional Project,"Active participation in a semester-long project, under the supervision of a faculty adviser. A Professional Project often serves as a culminating experience for a Professional Master’s program but, with departmental or school approval, can be used to fulfill other program requirements. With approval, students may register for more than one Professional Project. Professional Projects must result in documentation established by each department or school, but are not submitted to the Office of Graduate Education and are not archived in the library. Grades of A, B, C, or F are assigned by the faculty adviser at the end of the semester. If not completed on time, a formal Incomplete grade may be assigned by the faculty adviser, listing the work remaining to be completed and the time limit for completing this work."
BIOL-6971,Topics In Biology,
BIOL-6980,Research,
BIOL-6990,Master's Thesis,"Active participation in research, under the supervision of a faculty adviser, leading to a master’s thesis. Grades of S or U are assigned by the adviser each term to reflect the student’s research progress for the given semester. Once the thesis has been presented, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library."
BIOL-9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation.  Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester.  Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library."
BMED-1000,Biomedical Engr Elective,
BMED-1001,Consortia Course At Hvcc,
BMED-1002,Consortia Course At Suny Alb.,
BMED-1003,Consortia Course At Siena,
BMED-1004,Consortia Course At Skidmore,
BMED-1005,Consortia Course At Union,
BMED-1006,Consortia Course At St. Rose,
BMED-1007,Consortia Course At Jca,
BMED-1008,Consortia Course Sccc Or Acc,
BMED-1009,Consortia Course At Alb. Pharm,
BMED-1960,Topics In Bmed,
BMED-1961,Topics In Bmed,
BMED-1962,Topics In Bmed,
BMED-1963,Topics In Bmed,
BMED-1964,Topics In Bmed,
BMED-1965,Topics In Bmed,
BMED-1966,Topics In Bmed,
BMED-1967,Topics In Bmed,
BMED-1968,Topics In Bmed,
BMED-1969,Topics In Bmed,
BMED-2000,Biomedical Engr Elective,
BMED-2001,Consortia Course At Hvcc,
BMED-2002,Consortia Course At Suny Alb.,
BMED-2003,Consortia Course At Siena,
BMED-2004,Consortia Course At Skidmore,
BMED-2005,Consortia Course At Union,
BMED-2006,Consortia Course At St. Rose,
BMED-2007,Consortia Course At Jca,
BMED-2008,Consortia Course Sccc Or Acc,
BMED-2009,Consortia Course At Alb. Pharm,
BMED-2050,Programming For Biomed Engr,"Introduction of number systems – decimal, binary and hexadecimal –; variable types including Boolean, integer, float, character and string; general overview of computer architecture and software, programming in “C/C++” including input/output, control statements, operators, functions, arrays, strings, classes, objects, inheritance, pointers, references, file processing, exceptions and operator overloading; overview of other programming languages including Matlab, R and Python; design of algorithms for applications that are relevant for biomedical engineering applications."
BMED-2100,Biomaterials Sci & Engineering,"Presents structure-property relationships of implant materials including metals, polymers, ceramics, and composites, with an emphasis on mechanical and surface properties in the broader context of implant design. Biological performance of biomaterials, case studies of traditional implants—as well as emerging, tissue-engineered materials— are emphasized."
BMED-2300,Bioimaging/ Bioinstrumentation,"This course serves as an introduction to biomedical instrumentation and imaging with focus on the acquisition and monitoring of vital signals. Basic principles for the selection and appropriate use of instruments for solving bioengineering and medical problems such as microscopy, magnetic resonance imaging, and ultrasounds, among others are addressed."
BMED-2540,Biomechanics,"Application of mechanics to the study of normal, diseased, and traumatized musculo-skeletal system. Areas covered include determination of joint and muscle forces, mechanical properties of biological tissues, and structural analysis of bone-implant systems. Case studies are discussed to illustrate the role of biomechanics and biomaterials in the design of implants."
BMED-2940,Ugrad Independent Study,When Offered: Fall and spring terms annually.
BMED-2941,Undergraduate Research Project,
BMED-2950,Undergraduate Research Proj,
BMED-2960,Topics In Bmed,When Offered: Fall and spring terms annually.
BMED-2961,Topics In Bmed,
BMED-2962,Topics In Bmed,
BMED-2963,Topics In Bmed,
BMED-2964,Topics In Bmed,
BMED-2965,Topics In Bmed,
BMED-2966,Topics In Bmed,
BMED-2967,Topics In Bmed,
BMED-2968,Topics In Bmed,
BMED-2969,Topics In Bmed,
BMED-2980,Bmed Undergrad Project,
BMED-2990,Bmed Undergraduate Thesis,
BMED-4000,Biomedical Engr Elective,
BMED-4001,Consortia Course At Hvcc,
BMED-4002,Consortia Course At Suny Alb.,
BMED-4003,Consortia Course At Siena,
BMED-4004,Consortia Course At Skidmore,
BMED-4005,Consortia Course At Union,
BMED-4006,Consortia Course At St. Rose,
BMED-4007,Consortia Course At Jca,
BMED-4008,Consortia Course Sccc Or Acc,
BMED-4009,Consortia Course At Alb. Pharm,
BMED-4010,Biomedical Engineering Lab,"Theory and practice of biomedical measurements. An introduction to instrumentation and procedures for measurement of membrane transport, bioelectrical potentials, cell counting, biomechanical and biomaterial properties using invasive and noninvasive techniques. Transducers studied include strain gauge, differential transformer, spectrophometer, biopotential electrodes, microscope with camera, mechanical testing machine, piezoelectric transducer (or sensor). Also studied are instruments for determination of material properties."
BMED-4110,Investigative Medicine I,"Students will be exposed to real time investigative biomedical research projects that are currently in development, taught the principles of research project development and exposed to clinical experiences at a level typically found in college graduates/post graduates who are entering medical school."
BMED-4120,Investigative Medicine II,Students will be exposed to several clinical experiences at a level typically found in college graduates/post graduates who are entering medical school.
BMED-4130,Biomedical Research,"Independent research in health sciences, supervised by a faculty member, for the purpose of developing research skills. Such skills include defining a research project, both as a written and oral exercise for a scientific and general audience, and gathering preliminary research data enabling both a written and oral description of the project in the form of a research proposal and an oral defense. This is a communication-intensive course."
BMED-4200,Modeling Of Biomedical Systems,"Introduction of mathematical and computational methods to model physiological systems in biomedical engineering. Mathematical methods include solution techniques for systems of algebraic equations, systems of partial and partial differential equations. Computational methods include finite difference, finite element, and lumped parameter methods. Computational methods are programmed using commercial programming software."
BMED-4240,Tissue Biomaterial Interactions,
BMED-4250,Biomed Transport Phenomena,"Quantitative analysis of transport phenomena in physiological systems, including fluid mechanics, thermodynamics, and mass transfer. Fluid statics, mass and energy conservation, laminar and turbulent flow, microscale and macroscale analytical methods, mass transport with biochemical reactions, applications to transport in tissue and organs will be introduced."
BMED-4260,Biomedical Product Development & Commercialization,"Students are introduced to the major biomedical industries, markets, and stakeholders, with an emphasis on biomedical devices. Market drivers and hurdles are covered including regulatory, intellectual property, and reimbursement. The interactive class format includes case studies and industry experts providing a practical perspective. Students select topic areas for design projects and begin work toward the goal of developing functional design solutions to practical biomedical problems."
BMED-4265,Biomedical Data Science,"Introduction of multivariate statistical methods to model and analyze recorded data from physiological systems in biomedical engineering. Statistical approaches related to applied multivariate statistics, classification and regression. Associated linear methods include principal component analysis, Fisher discriminant analysis, partial least squares, canonical correlation analysis and their nonlinear counterparts. Descriptive tools include scatter diagrams, Hotelling’s T2 statistics and contribution plots. The course has a strong emphasis on biomedical applications and presents associated results from studies related to autism, tissue engineering and stress-strain modeling."
BMED-4280,Biomechanics Of Soft Tissues,"Application of continuum mechanics in modeliing the biomechanical behavior of nonmineralzied tissues such as tendons, ligaments, skin, cartilage, blood vessels, and nervous tissue.  Topics include structure of collagen, elastin, proteoglycans, and other tissue components, nonlinear elastic models, linear and quasilinear viscoelasticity, and introduction to mixture history."
BMED-4410,Biomems,"This course discusses state-of-the-art techniques in patterning biomolecules, biosensors, machining three-dimensional microstructures, and building microfluidic devices (Lab-on-a-Chip). Seminal and current literature will be used to discuss topics in BioMEMs ranging from device fabrication to applications in cell biology and medicine."
BMED-4420,Clinical Orthopaedics And Contemporary Research,"An in-depth review of the underlying science, engineering, medicine, and contemporary research related to the nation’s highest priorities for musculoskeletal diseases and care. Musculoskeletal anatomy, pathophysiology, epidemiology, and contemporary treatments are covered. Special topics will be presented relating state-of-the-art biomedical research to clinical practice. The clinical perspective of each topic will be presented by practicing clinicians with case studies. Topics conclude with live webcasts or recorded surgery from Albany Medical Center or the Capital Region Bone and Joint Center. Students cannot get credit for both BMED 4420 and BMED 6420."
BMED-4430,Biomedical Instrumentation,"This course introduces students to concepts related to design, operation, evaluation, and optimization of biomedical instrumentation. Students learn the basic principles of how physical devices interface with biological systems for measuring, characterizing, and manipulating cells, tissues, organs, or an entire organism. These measurements are central to the biomedical field; whether enabling a physician or health care professional to monitor, diagnose, and treat patients, or, by supporting discovery in translational and fundamental biomedical engineering fields."
BMED-4440,Biophotonics,"Biophotonics, or biomedical optics, is a newly developing field, dealing with the application of optical science and technology to biomedical problems, including clinical applications. The course introduces students to the fundamentals in modern and classical optics, light-matter interaction and provides them with a broad overview of current topics and contemporary research in the area of optics and lasers in medicine and biology."
BMED-4450,Drug And Gene Delivery,"The course presents several aspects of drug and gene delivery including: 1) definitions of what drugs or genes are; 2) pharmacokinetics and pharmacodynamics; 3) biomaterial selection considerations; 4) bioactivity considerations; 5) physiological and biochemical barriers to drug delivery; 6) diffusion controlled, dissolution controlled, and osmotic controlled drug delivery systems; 7) polymeric delivery systems; 8) ligand-based targeting and physical targeting; 9) viral mediated gene delivery; 10) non-viral gene delivery; 11) polymers in gene delivery."
BMED-4460,Biological Image Analysis,"Survey of image analysis applications in biology and biotechnology; introduction to biological microscopy and selected biomedical imaging systems; image reconstruction and pre-processing; grayscale and geometric corrections; image segmentation; blob analysis, cell/colony counting, and cell morphometry; vessel and neuron tracing algorithms with applications to neurobiology and medicine; feature extraction, pattern analysis, cluster analysis and classification; image registration algorithms with applications to mosaicing, spatial referencing, motion estimation, and change detection."
BMED-4461,Biostatistics For Life Science Applications,"Starting with the introduction of the probability distribution of one or two continuous random variables, basic concepts of mean, variance, covariance and correlation coefficient are covered. Description techniques discussed include stem-and-leaf plots, histograms, box plots, and probability plots. Confidence intervals for a single sample and for two samples are constructed on means and variances. The procedure of hypothesis testing is introduced conceptually followed by solving real-life biomedical problems. The design and performance of engineering experiments involving a single factor are discussed, where the analysis of variance is used to extract information from data. The course also shows how to determine situations where nonparametric procedures should be applied. Several nonparametric statistics are introduced."
BMED-4470,Biostatistics For Life Science Applications,"Starting with the introduction of the probability distribution of one or two continuous random variables, basic concepts of mean, variance, covariance and correlation coefficient are covered. Description techniques discussed include stem-and-leaf plots, histograms, box plots, and probability plots. Confidence intervals for a single sample and for two samples are constructed on means and variances. The procedure of hypothesis testing is introduced conceptually followed by solving real-life biomedical problems. The design and performance of engineering experiments involving a single factor are discussed."
BMED-4480,Biomedical Data Science,"Introduction of multivariate statistical methods to model and analyze recorded data from physiological systems in biomedical engineering. Statistical approaches related to applied multivariate statistics, classification and regression. Associated linear methods include principal component analysis, Fisher discriminant analysis, partial least squares, canonical correlation analysis and their nonlinear counterparts. Descriptive tools include scatter diagrams, Hotelling’s T2 statistics and contribution plots. The course has a strong emphasis on biomedical applications."
BMED-4490,Ai For Biomedical Applications,"Introduction of artificial neural networks, rule/case-based reasoning, Bayesian methods, fuzzy-logic, genetic and evolutionary optimization techniques, and agents.  The course presents the evolution of artificial neural networks from its inception to the principles of deep learning, introduces rule/case-based reasoning, fuzzy-logic, genetic algorithms and particle swarm optimization methods.  Besides covering the foundation of associated methods, the course emphasizes biomedical applications and presents associated results from studies to autism, discriminating cancer types, burn severity and tissue engineering problems."
BMED-4500,Adv Systems Physiology,"Applications of control theory and systems techniques to physiology. Emphasis is on entire systems and their interactions rather than isolated phenomena. Areas covered include cardiac, respiratory, renal, and gastrointestinal systems. Includes laboratory on the application of engineering techniques in the study of physiological systems. This course is taught at Albany Medical Center and enrollment is limited to BME students."
BMED-4510,Mechanobiology,"Mechanical regulation of biological systems. Topics include principles and concepts of mechanobiology; evolution, embryogenesis, and histogenesis of tissues with particular references to skeletal system; mechanical regulation of cellular behavior, tissue growth and organ development; concept and application of strain energy regulation in biology; application of mechanobiology to tissue regeneration; limits of mechanical regulation."
BMED-4540,Biomechanics II,"Examines biomechanics of human body movement through developing various models (e.g., lumped mass, planar rigid body, 3D) and exploring current techniques in Forward and Inverse Dynamic approaches. Topics are developed on a classical mechanics foundation, and simulations are constructed using software (e.g., OpenSIM) to describe normal movements, and investigate possible sources of abnormalities due to injury, disease, or dysfunction."
BMED-4550,Cell Biomechanics,"This is an undergraduate/graduate course on the mechanics of biopolymers, cell cytoskeleton, cell membrane, the whole cell, and multicellular structures in the context of the modulation of cell function by mechanical stresses. Topics include state-of-the-art experimental techniques in cell biomechanics, and cutting-edge research in stem cell mechanobiology, cell motility, collective cell behavior, neurite growth, osteocyte sensing, cardiovascular diseases, and immunology."
BMED-4580,Biomedical Fluid Mechanics,"This course covers the dynamics of fluid flow in human physiological system. Engineering principles and fluid dynamic concepts will be taught in the context of cardiovascular system. Topics include: pulsatile flow in arteries, vascular compliance and wave propagation, impedance, cardiac mechanics, dynamic coupling of ventricle and systemic circulation, blood flow in vein, coronary circulation, microcirculation, blood flow at complex geometries, imaging techniques in clinical hemodynamic assessment, fluid mechanics in designing and testing circulatory implants."
BMED-4590,Medical Imaging,"This course serves as an in-depth overview to medical imaging modalities. First, individual modalities are introduced, including CT, MRI, PET, SPECT, and US. Then, multimodality systems are described. A balance is made among physical, mathematical, algorithmic and architectural contents. Contemporary research and insights to improve the current systems are introduced throughout the course to inspire students and provide an understanding of newer tools under development."
BMED-4600,Biomedical Engr Design,A guided approach to development of design skills. Students work individually and in teams to tackle a biomedical design problem using methods drawn as necessary from engineering and from the physical and mathematical sciences. Discussion sessions involve students in presentations of work. This is a communication-intensive course.
BMED-4650,Intro To Cell And Tissue Eng,"The principles and practice of tissue engineering are taught in this course. The principles underlying strategies for employing selected cells, biomaterial scaffolds, soluble regulators or their genes, and biomechanical loading and culture conditions, for the regeneration of tissues and organs in vitro and in vivo are addressed.  Bioreactors, enabling technology and biomimetic approach for fabricating tissue-engineered products and devices for implantation are taught."
BMED-4660,Muscle Mechanics & Modeling,"This graduate/advanced undergraduate hybrid course examines the structural and physiologic properties of muscle, as well as its force production and overall biomechanical function. Muscle structure and function will be explored at the protein, single fiber, and whole tissue levels. Discussions will focus primarily on skeletal muscle, and topics will include muscle morphology, cross-bridge theory, molecular motor and actomyosin interaction, Hill-type and Huxley-type models, electromyography, fatigue, muscle inhibition, history-dependent phenomena, in vitro and in vivo muscle function, and the response to injury. Each topic will be introduced and developed utilizing seminal articles in the literature as well as excerpts from texts and further discussion on current problems and state-of-the-art experimental techniques will draw on the current scientific literature."
BMED-4670,The Biology Of Systems,"This course is designed to be a first course in the study of “systems biology”, to introduce students to the field, the experimental and computational methods that are used within it, and the type of insights that the field can provide to biology. To fully appreciate the complexity of living systems, researchers gather systematic, quantitative measurements of a system’s components using cutting-edge omics techniques. In addition, researchers also leverage computing power to describe, model, and predict dynamic behaviors that could otherwise not be perceived in such large-scale omics data. Along with these topics, students will learn to critically read current scientific literature."
BMED-4710,Nano- And Bio- Actuatable Materials,"Development of functional materials to enable molecule delivery to modify genes or their expression to enable extended organ function. Use of nano-particulate that can be targeted to specific organs and stimulated release using external or intracellular stimuli. External stimuli that can be used are electric, magnetic, optical, acoustic, and x-rays."
BMED-4720,Applied Mathematical Methods In Materials Engineering,"Students apply mathematical and numerical techniques to understand materials engineering topics such as materials structure, symmetry, diffusion, mechanics and physics of solids. Class uses examples from materials science and engineering core courses to introduce mathematical concepts and materials-related problem solving skills. Topics include linear algebra, eigenvalues and eigenvectors, quadratic forms, tensor operations, symmetry operations, calculus of several variables, ordinary and partial differential equations, Fourier analysis, integral transformations, numerical methods and calculus of variations."
BMED-4810,Biomedical Seminar,"The purpose of this course is to bring in researchers in Biomedical Engineering and related areas to share their latest research, and gain knowledge in specific areas within Biomedical Engineering. Seminars are intended to foster professional skills for biomedical engineers. Through these seminars by nationally and internationally recognized experts in their fields, students will learn about current research areas and key problems being studied."
BMED-4900,Bme Undergrad Seminar,
BMED-4940,Ugrad Independent Study,When Offered: Fall and spring terms annually.
BMED-4941,Undergraduate Research Project,
BMED-4960,Topics In Bmed,When Offered: Fall and spring terms annually.
BMED-4961,Topics In Bmed,
BMED-4962,Topics In Bmed,
BMED-4963,Topics In Bmed,
BMED-4964,Topics In Bmed,
BMED-4965,Topics In Bmed,
BMED-4966,Topics In Bmed,
BMED-4967,Topics In Bmed,
BMED-4968,Topics In Bmed,
BMED-4969,Topics In Bmed,
BMED-4980,Bmed Undergraduate Project,
BMED-4990,Bmed Undergraduate Thesis,
BMED-6000,Biomedical Engr Elective,
BMED-6001,Consortia Course At Hvcc,
BMED-6002,Consortia Course At Suny Alb.,
BMED-6003,Consortia Course At Siena,
BMED-6004,Consortia Course At Skidmore,
BMED-6005,Consortia Course At Union,
BMED-6006,Consortia Course At St. Rose,
BMED-6007,Consortia Course At Jca,
BMED-6008,Consortia Course At Sccc/ Amc,
BMED-6009,Consortia Course At Alb. Pharm,
BMED-6265,Biomedical Data Science,"Introduction of multivariate statistical methods to model and analyze recorded data from physiological systems in biomedical engineering. Statistical approaches related to applied multivariate statistics, classification and regression. Associated linear methods include principal component analysis, Fisher discriminant analysis, partial least squares, canonical correlation analysis and their nonlinear counterparts. Descriptive tools include scatter diagrams, Hotelling’s T2 statistics and contribution plots. The course has a strong emphasis on biomedical applications and presents associated results from studies related to autism, tissue engineering and stress-strain modeling."
BMED-6280,Biomech Of Soft Tissues,
BMED-6290,Biomech Of Hard Tissues,
BMED-6350,Fluid/transport Circ,
BMED-6410,Biomems,"This course discusses state-of-the-art techniques in patterning biomolecules, biosensors, machining three-dimensional microstructures and building microfluidic devices (Lab-on-a-Chip). Seminal and current literature will be used to discuss topics in BioMEMs ranging from device fabrication to applications in cell biology and medicine. Students cannot get credit for both BMED 4410 and BMED 6410."
BMED-6420,Engineering Math: Data Science,"The course covers matrix algebra and decompositions, including eigenvalue and generalized eigenvalue problems, solving multivariate constraint and unconstraint optimization problems, gradient-based optimization for solving nonlinear optimization problems, and regression analysis. Concepts that are discussed include solving nonlinear optimization problems, first- and second-order gradient-based methods, estimating parameters for multiple linear regression and mechanistic first-principle models. The course also introduces important data science tasks: data analysis, regression, classification and presents application studies related to biomedical engineering."
BMED-6440,Biophotonics,"Biophotonics, or biomedical optics, is a newly developing field, dealing with the application of optical science and technology to biomedical problems, including clinical applications. The course introduces students to the fundamentals in modern and classical optics, light-matter interaction and provides them with a broad overview of current topics and contemporary research in the area of optics and lasers in medicine and biology."
BMED-6450,Drug And Gene Delivery,"The course presents several aspects of drug and genes delivery including: 1) definitions of what drugs or gene are; 2) pharmacokinetics and pharmacodynamics; 3) biomaterial selection considerations; 4) bioactivity considerations; 5) physiological and biochemical barriers to drug delivery; 6) diffusion controlled, dissolution controlled, and osmotic controlled drug delivery systems; 7) polymeric delivery systems; 8) ligand-based targeting and physical targeting; 9) viral mediated gene delivery; 10) non-viral gene delivery; 11) polymers in gene delivery."
BMED-6460,Biological Image Analysis,"Survey of image analysis applications in biology and biotechnology; introduction to biological microscopy and selected biomedical imaging systems; image reconstruction and pre-processing; grayscale and geometric corrections; image segmentation; blob analysis, cell/colony counting, and cell morphometry; vessel and neuron tracing algorithms with applications to neurobiology and medicine; feature extraction, pattern analysis, cluster analysis and classification; image registration algorithms with applications to mosaicing, spatial referencing, motion estimation, and change detection."
BMED-6461,Biostatistics For Life Science Applications,"Starting with the introduction of the probability distribution of one or two continuous random variables, basic concepts of mean, variance, covariance and correlation coefficient are covered. Description techniques discussed include stem-and-leaf plots, histograms, box plots, and probability plots. Confidence intervals for a single sample and for two samples are constructed on means and variances. The procedure of hypothesis testing is introduced conceptually followed by solving real-life biomedical problems. The design and performance of engineering experiments involving a single factor are discussed, where the analysis of variance is used to extract information from data. The course also shows how to determine situations where nonparametric procedures should be applied. Several nonparametric statistics are introduced."
BMED-6470,Biostatistics For Life Science Applications,"Starting with the introduction of the probability distribution of one or two continuous random variables, basic concepts of mean, variance, covariance, and correlation coefficient are covered. Description techniques discussed include stem-and-leaf plots, histograms, box plots, and probability plots. Confidence intervals for a single sample and for two samples are constructed on means and variances. The procedure of hypothesis testing is introduced conceptually followed by solving real-life biomedical problems. The design and performance of engineering experiments involving a single factor are discussed."
BMED-6480,Biomedical Data Science,"Introduction of multivariate statistical methods to model and analyze recorded data from physiological systems in biomedical engineering. Statistical approaches related to applied multivariate statistics, classification, and regression. Associated linear methods include principal component analysis, Fisher discriminant analysis, partial least squares, canonical correlation analysis and their nonlinear counterparts. Descriptive tools include scatter diagrams, Hotelling’s T2 statistics and contribution plots. The course has a strong emphasis on biomedical applications."
BMED-6490,Ai For Biomedical Applications,"Introduction of artificial neural networks, rule/case-based reasoning, Bayesian methods, fuzzy-logic, genetic and evolutionary optimization techniques, and agents.  The course presents the evolution of artificial neural networks from its inception to the principles of deep learning, introduces rule/case-based reasoning, fuzzy-logic, genetic algorithms and particle swarm optimization methods.  Besides covering the foundation of associated methods, the course emphasizes biomedical applications and presents associated results from studies to autism, discriminating cancer types, burn severity and tissue engineering problems."
BMED-6510,Mechanobiology,"Mechanical regulation of biological systems will be discussed. Topics include principles and concepts of mechanobiology; embryogenesis, and histogenesis of tissues with particular references to skeletal system; physical forces at cellular, tissue, and organ level; mechanical regulation of cellular behavior, tissue growth, and organ development; limits of mechanical regulation; biochemical influences; application of mechanobiology to tissue regeneration."
BMED-6550,Cell Biomechanics,"This is an undergraduate/graduate course on the mechanics of biopolymers, cell cytoskeleton, cell membrane, the whole cell, and multicellular structures in the context of the modulation of cell function by mechanical stresses. Topics include state-of-the-art experimental techniques in cell biomechanics, and cutting-edge research in stem cell mechanobiology, cell motility, collective cell behavior, neurite growth, osteocyte sensing, cardiovascular diseases, and immunology."
BMED-6580,Biomedical Fluid Mechanics,"This course covers the dynamics of fluid flow in the human physiological system. Engineering principles and fluid dynamic concepts will be taught in the context of cardiovascular system. Topics include: pulsatile flow in arteries, vascular compliance and wave propagation, impedance, cardiac mechanics, dynamic coupling of ventricle and systemic circulation, blood flow in vein, coronary circulation, microcirculation, blood flow at complex geometries, imaging techniques in clinical hemodynamic assessment, fluid mechanics in designing and testing circulatory implants."
BMED-6590,Medical Imaging,"This course serves as an in-depth overview to medical imaging modalities. First, individual modalities are introduced, including CT, MRI, PET, SPECT, and US. Then, multimodality systems are described. A balance is made among physical, mathematical, algorithmic, and architectural contents. Contemporary research and insights to improve the current systems are introduced throughout the course to inspire students and provide an understanding of newer tools under development."
BMED-6650,Intro To Cell And Tissue Engr,"The principles and practice of tissue engineering are taught in this course. The principles underlying strategies for employing selected cells, biomaterial scaffolds, soluble regulators or their genes, and biomechanical loading and culture conditions, for the regeneration of tissues and organs in vitro and in vivo are addressed. Bioreactor, enabling technology, and biomimetic approach for fabricating tissue-engineered products and devices for implantation are taught."
BMED-6660,Muscle Mechanics & Modeling,"This graduate/advanced undergraduate hybrid course examines the structural and physiologic properties of muscle, as well as its force production and overall biomechanical function. Muscle structure and function will be explored at the protein, single fiber and whole tissue levels. Discussions will focus primarily on skeletal muscle, and topics will include muscle morphology, cross-bridge theory, molecular motor and actomyosin interaction, Hill-type and Huxley-type models, electromyography, fatigue, muscle inhibition, history-dependent phenomena, in vitro and in vivo muscle function, and the response to injury. Each topic will be introduced and developed utilizing seminal articles in the literature as well as excerpts from texts, and further discussion on current problems and state-of-the-art experimental techniques will draw on the current scientific literature."
BMED-6670,The Biology Of Systems,"This course is designed to be a first course in the study of “systems biology”, to introduce students to the field, the experimental and computational methods that are used within it, and the type of insights that the field can provide to biology. To fully appreciate the complexity of living systems, researchers gather systematic, quantitative measurements of a system’s components using cutting-edge omics techniques. In addition, researchers also leverage computing power to describe, model, and predict dynamic behaviors that could otherwise not be perceived in such large-scale omics data. Along with these topics, students will learn to critically read current scientific literature."
BMED-6700,Ethical Issues In Biotechnology,"This discussion course reviews the principles of ethical behavior and responsible conduct of research and then discusses specific areas of biotechnology research, medical research, and societal issues in the context of these principles. Representative topics include genetic engineering, stem cell research, assisted reproduction, human subjects, animal research, and nanotechnology. Class performance is dependent on active participation and discussion, student presentations, and the submission of analytical essays."
BMED-6710,Nano- & Bio- Actuatable Mtls,"Development of functional materials to enable molecule delivery to modify genes or their expression to enable extended organ function. Use of nano-particulate that can be targeted to specific organs and stimulated release using external or intracellular stimuli. External stimuli that can be used are electric, magnetic, optical, acoustic, and x-rays."
BMED-6770,Available,OPEN
BMED-6800,Discussions In Graduate Research,"This is a seminar based graduate level course that provides (a) a broad exposure to contemporary topics of research in biomedical engineering by recognized experts in the field and; (b) hands-on exposure on various aspects of professional development to Ph.D. students including conference/thesis presentations, writing scientific manuscripts and pre-doctoral and post-doctoral fellowship grant applications. Students are required to attend and participate in the departmental seminar and present their own research and grant proposals."
BMED-6810,Biomedical Seminar,"The purpose of this course is to bring in researchers in Biomedical Engineering and related areas to share their latest research, and gain knowledge in specific areas within Biomedical Engineering. Seminars are intended to foster professional skills for biomedical engineers. Through these seminars by nationally and internationally recognized experts in their fields, students will learn about current research areas and key problems being studied."
BMED-6900,Bme Seminar,
BMED-6940,Graduate Independent Study,When Offered: Fall and spring terms annually.
BMED-6960,Topics In Bmed,New courses or special course offerings are given under this number from time to time. Graduate students in biomedical engineering may pursue special interests under this number when sponsored by a biomedical engineering faculty member and with the permission of the department.
BMED-6961,Topics In Bmed,
BMED-6962,Topics In Bmed,
BMED-6963,Topics In Bmed,
BMED-6964,Topics In Bmed,
BMED-6965,Topics In Bmed,
